ID	TYPE	label	data collection location	evidence	source
COHO:0000119	owl:NamedIndividual	Multi-Ethnic Study of Atherosclerosis	dbpedia:United_States	Patients were enrolled from six field centers across the United States over a two-year period.	https://www.nhlbi.nih.gov/science/multi-ethnic-study-atherosclerosis-mesa
COHO:0000121	owl:NamedIndividual	Multiethnic Cohort Study of Diet and Health	dbpedia:United_States	living in Hawaii and in California (primarily Los Angeles County)	https://pmc.ncbi.nlm.nih.gov/articles/PMC4482109/
COHO:0000122	owl:NamedIndividual	Multiple Environmental and Genetic Assessment of Risk Factors for Venous Thrombosis	dbpedia:Netherlands	Between March 1999 and September 2004, consecutive patients aged <70 years with a first episode of deep venous thrombosis (leg or arm) or pulmonary embolism were included from the files of six participating anticoagulation clinics in the Netherlands (Amersfoort, Amsterdam, The Hague, Leiden, Rotterdam, and Utrecht)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC2726929/fullTextXML
COHO:0000123	owl:NamedIndividual	National Health Service Blood and Transplant	dbpedia:United_Kingdom	blood donors aged 18 years and older were recruited at 25 centres of England’s National Health Service Blood and Transplant (NHSBT).	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC6697541/unicode
COHO:0000124	owl:NamedIndividual	National Study of Colorectal Cancer Genetics	dbpedia:United_Kingdom	Sites of centres in the United Kingdom recruiting to NSCCG as of March 2007.	https://pmc.ncbi.nlm.nih.gov/articles/PMC2360468/
COHO:0000125	owl:NamedIndividual	Netherlands Twin Registry	dbpedia:Netherlands	recruits approximately 40% of new-born twins or higher-order multiples in the Netherlands for longitudinal research.	https://pmc.ncbi.nlm.nih.gov/articles/PMC7355279/
COHO:0000126	owl:NamedIndividual	New England-based Case-Control Study of Ovarian Cancer	dbpedia:United_States	The project recruited cases from Eastern Massachusetts and New Hampshire	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs001034.v1.p1
COHO:0000127	owl:NamedIndividual	NIDDK	dbpedia:United_States	The Gastroparesis Clinical Research Consortium (GpCRC) is a network of GI tertiary centers in the United States	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10576603/fullTextXML
COHO:0000128	owl:NamedIndividual	Nijmegen Biomedical Study	dbpedia:Netherlands	Subjects from the Netherlands were recruited within the ‘Nijmegen Biomedical Study’	https://pmc.ncbi.nlm.nih.gov/articles/PMC9136713/
COHO:0000129	owl:NamedIndividual	Northern Ireland Cohort for Longitudinal Study of Ageing	dbpedia:United_Kingdom	The Northern Ireland Cohort for the Longitudinal Study of Ageing (NICOLA) is Northern Ireland’s largest health and social care cohort collecting longitudinal data from a representative sample of the over-50s population	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC10396407/fullTextXML
COHO:0000130	owl:NamedIndividual	Northern Sweden Population Health Study	dbpedia:Sweden	a health survey of the population in the parish of Karesuando, county of Norrbotten, Sweden	https://pmc.ncbi.nlm.nih.gov/articles/PMC3606982/
COHO:0000131	owl:NamedIndividual	Norwegian Mother and Child Cohort study	dbpedia:Norway	participants were recruited from all over Norway during 1999-2008	https://www.bmj.com/content/348/bmj.g1446
COHO:0000132	owl:NamedIndividual	Orkney Complex Disease Study	dbpedia:United_Kingdom	in the isolated archipelago of the Orkney Isles in northern Scotland	https://viking.ed.ac.uk/our-data-and-samples/cohorts
COHO:0000136	owl:NamedIndividual	Oxford Biobank	dbpedia:United_Kingdom	the Oxford BioBank study recruited 5,425 adults (aged 29‐55 years) from the general population of Oxfordshire, UK	https://pmc.ncbi.nlm.nih.gov/articles/PMC6618903/
COHO:0000137	owl:NamedIndividual	PanCareLIFE	dbpedia:Europe	PanCareLIFE is a pan-European consortium that addresses survivorship issues	https://europepmc.org/abstract/MED/30273888
COHO:0000138	owl:NamedIndividual	Parkinson Environment and Gene	dbpedia:United_States	The Parkinson Environment and Genes (PEG) study is a population-based case-control study conducted in central California.	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC11915066/fullTextXML
COHO:0000139	owl:NamedIndividual	People of the British Isles	dbpedia:United_Kingdom	in 2004 researchers started to collect DNA from volunteers at rural locations throughout the UK	https://www.oum.ox.ac.uk/settlers/
COHO:0000140	owl:NamedIndividual	Physical Activity and Nutrition in Children Study	dbpedia:Finland	a population sample of primary school children from the city of Kuopio, Finland	https://www.sciencedirect.com/science/article/pii/S1526590016300190
COHO:0000141	owl:NamedIndividual	Population-based Colonoscopy study	dbpedia:Sweden	The Population-based Colonoscopy (PopCol) study is a cohort of Swedish-born individuals from Stockholm, Sweden	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8654685/fullTextXML
COHO:0000142	owl:NamedIndividual	Precocious Coronary Artery Disease Study	dbpedia:United_Kingdom|dbpedia:Sweden|dbpedia:Germany|dbpedia:Italy	CHD cases were recruited from four European countries (UK, Italy, Sweden and Germany) between 2004 and 2008	https://pmc.ncbi.nlm.nih.gov/articles/PMC5922567/
COHO:0000143	owl:NamedIndividual	Pressioni Arteriose Monitorate E Loro Associazionie	dbpedia:Italy	3200 subjects representative of the population of Monza (a town near Milan, Italy)	https://pmc.ncbi.nlm.nih.gov/articles/PMC9659864/
COHO:0000144	owl:NamedIndividual	Prospective Investigation of the Vasculature in Uppsala Seniors	dbpedia:Sweden	individuals at the age of 70 years living in the community of Uppsala, Sweden were randomly selected from the community register	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8895748/fullTextXML
COHO:0000145	owl:NamedIndividual	Psoriasis Association Genetics Extension	dbpedia:United_States|dbpedia:Canada|dbpedia:Estonia|dbpedia:Germany	USA UMich/NPF/HFH UMich/FIMR/NPF 1,351 2,694 Canada UToronto/MU UToronto 362 20 PAGE Immunochip Estonia UTartu/EGCUT EGCUT 1,295 898 Germany CAU Kiel CAU Kiel/KORA/HNR 572 2,290	https://researchonline.lshtm.ac.uk/2064717/1/NIHMS416128-supplement-1.pdf
COHO:0000147	owl:NamedIndividual	Research on Adolescent Development and Relationships	dbpedia:Netherlands	Participants were recruited via 230 randomly selected elementary schools from several medium-sized cities in the center of the Netherlands.	https://journals.sagepub.com/doi/abs/10.1177/08902070221119782
COHO:0000148	owl:NamedIndividual	Rotterdam Study	dbpedia:Netherlands	The Rotterdam Study is an ongoing prospective cohort study that started in 1990 in the city of Rotterdam, The Netherlands	https://europepmc.org/abstract/MED/32367290
COHO:0000149	owl:NamedIndividual	Saguenay-Lac-Saint-Jean asthma study	dbpedia:Canada	a familial collection was built in the Saguenay-Lac-Saint-Jean (SLSJ) region, which is localized in northeastern Quebec, Canada	https://europepmc.org/abstract/MED/24646526
COHO:0000150	owl:NamedIndividual	Sahlgrenska Academy Study on Ischemic Stroke	dbpedia:Sweden	were recruited consecutively at the stroke unit at the Sahlgrenska University Hospital, Gothenburg, Sweden during 1998–2003	https://pmc.ncbi.nlm.nih.gov/articles/PMC9684578/
COHO:0000151	owl:NamedIndividual	SardiNIA Study of Aging	dbpedia:Italy	recruited 6,148 Sardinians aged 14 and older, from a cluster of four towns in the Lanusei Valley in the Ogliastra region	https://www.ncbi.nlm.nih.gov/projects/gap/cgi-bin/study.cgi?study_id=phs000338.v1.p1
COHO:0000152	owl:NamedIndividual	Scania Diabetes Registry	dbpedia:Sweden	The Scania Diabetes Registry contains over 7000 diabetes patients recruited at hospitals in Scania, Sweden as from 1996.	https://researchdata.se/en/catalogue/dataset/ext0074-1
COHO:0000153	owl:NamedIndividual	Shanghai Study	dbpedia:China	Whole exome sequencing for gallbladder cancer in Xinhua Hospital Affiliated to Shanghai Jiao Tong University	https://ega-archive.org/studies/EGAS00001000853
COHO:0000154	owl:NamedIndividual	Short Course Oncology Treatment trial	dbpedia:United_Kingdom|dbpedia:Denmark|dbpedia:Spain|dbpedia:Sweden|dbpedia:Australia|dbpedia:New_Zealand	Patients were recruited from 244 centres in six countries (the UK, Denmark, Spain, Sweden, Australia, and New Zealand)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5883334/fullTextXML
COHO:0000155	owl:NamedIndividual	Simons Simplex Collection	dbpedia:United_States|dbpedia:Canada	The simplex families were recruited through 12 university affiliated research clinics located in Canada and the United States.	https://doi.org/10.1371/journal.pone.0137725
COHO:0000156	owl:NamedIndividual	Singapore Chinese Study	dbpedia:Singapore	We performed genome-wide genotyping on 2,000 age- and gender-matched case-control series of Singapore Chinese (SCH) patients	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3411754/fullTextXML
COHO:0000157	owl:NamedIndividual	SORCE	dbpedia:United_Kingdom|dbpedia:Australia|dbpedia:Denmark|dbpedia:France|dbpedia:Belgium|dbpedia:Netherlands|dbpedia:Spain	SORCE was active at 82 UK hospitals, and 48 hospitals internationally in Australia, Denmark, France, Belgium, The Netherlands and Spain	https://innovative-ctu.ucl.ac.uk/studies/all-studies/s/sorce/
COHO:0000158	owl:NamedIndividual	Spit for Science	dbpedia:United_States	Students at Virginia Commonwealth University will once again be asked to fill out a follow-up survey	https://news.vcu.edu/article/spit_for_science_project_continues_at_vcu
COHO:0000159	owl:NamedIndividual	Sweden Bipolar Disorder Cohort	dbpedia:Sweden	recruited participants from two primary sources: (1) the Swedish National Quality Register for bipolar disorder (BipoläR)	https://pmc.ncbi.nlm.nih.gov/articles/PMC12144026/
COHO:0000160	owl:NamedIndividual	Swedish Twin Registry	dbpedia:Sweden	all twin births that take place and are registered in Sweden	https://ki.se/en/research/research-infrastructure-and-environments/core-facilities-for-research/the-swedish-twin-registry/information-for-twins
COHO:0000161	owl:NamedIndividual	Taiwan Type 2 Diabetes Study	dbpedia:Taiwan	We conducted a two-stage GWAS to identify genetic variants for T2D in the Han-Chinese residing in Taiwan.	https://pmc.ncbi.nlm.nih.gov/articles/PMC2824763/
COHO:0000162	owl:NamedIndividual	TEENs of Attica: Genes and Environment	dbpedia:Greece	attending public secondary schools located in the wider Athens area of Attica in Greece were recruited in the study	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC3652032/fullTextXML
COHO:0000163	owl:NamedIndividual	The English Longitudinal Study of Ageing	dbpedia:United_Kingdom	a representative cohort of men and women living in England aged ≥50 years	https://pmc.ncbi.nlm.nih.gov/articles/PMC3900867/
COHO:0000164	owl:NamedIndividual	The Fenland Study	dbpedia:United_Kingdom	recruited 12,435 participants via general practices from 3 centers (Cambridge, Ely, Wisbech) in Cambridgeshire, United Kingdom	https://pmc.ncbi.nlm.nih.gov/articles/PMC7315099/
COHO:0000165	owl:NamedIndividual	The Helmholtz-Gemeinschaft Deutscher Forschungszentren	dbpedia:Germany	LUCY (LUng Cancer in the Young) is an multicenter study with 31 recruiting hospitals in Germany.	https://www.downstate.edu/research/centers-departments/henri-begleiter-neurodynamics-laboratory/_documents/2012-Hartz-IncreasedgeneticvulnerabilitytosmokingatCHRNA5inearly-onsetsmokers-Supplement.pdf
COHO:0000166	owl:NamedIndividual	The MANOLIS cohort	dbpedia:Greece	adults from isolated Mylopotamos villages, Crete, Greece, the Hellenic Isolated Cohorts MANOLIS study	https://pmc.ncbi.nlm.nih.gov/articles/PMC10261406/
COHO:0000167	owl:NamedIndividual	The Netherlands AAA GWAS dataset	dbpedia:Netherlands	The individual GWAS data sets from Iceland and the Netherlands were adjusted for genomic inflation	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC5253231/fullTextXML
COHO:0000168	owl:NamedIndividual	The Norwegian Biobank for Myeloma	dbpedia:Norway	Norwegian Biobank for Myeloma (Trondheim, Norway)	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4932178/fullTextXML
COHO:0000169	owl:NamedIndividual	The Pakistan Risk Of Myocardial Infarction Study	dbpedia:Pakistan	PROMIS participants were recruited from multiple centres in urban Pakistan	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC8431908/fullTextXML
COHO:0000170	owl:NamedIndividual	The Secondary Manifestations of ARTerial disease study	dbpedia:Netherlands	631 cases of AAA and 6342 AAA free controls recruited from University Medical Center Utrecht, the Netherlands	https://pmc.ncbi.nlm.nih.gov/articles/PMC3573227/
COHO:0000171	owl:NamedIndividual	The Hellenic study of Interactions between Single nucleotide polymorphisms and Eating in Atherosclerosis Susceptibility	dbpedia:Greece	The sample under study comprised 924 Greek individuals (390 cases with CAD and 534 controls) from the THISEAS study	https://europepmc.org/abstract/MED/38929788
COHO:0000173	owl:NamedIndividual	Twins Early Development Study	dbpedia:United_Kingdom	recruited over 16,000 twin pairs born between 1994 and 1996 in England and Wales through national birth records	https://pmc.ncbi.nlm.nih.gov/articles/PMC7056571/
COHO:0000174	owl:NamedIndividual	Type 1 Diabetes Genetics Consortium	dbpedia:Europe|dbpedia:Northern_America|dbpedia:United_Kingdom|dbpedia:Asia|dbpedia:Oceania	T1DGC was organized into four regional networks (Asia-Pacific, Europe, North America, and the United Kingdom)	https://europepmc.org/abstract/MED/20603248
COHO:0000175	owl:NamedIndividual	UK Adult Twin Register	dbpedia:United_Kingdom	a cohort of volunteer adult twins from all over the United Kingdom	https://pmc.ncbi.nlm.nih.gov/articles/PMC3600616/
COHO:0000176	owl:NamedIndividual	UK Biobank	dbpedia:United_Kingdom	The 500,000 participants were assessed between 2006 and 2010 in 22 assessment centres throughout the UK	https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4380465/fullTextXML
COHO:0000177	owl:NamedIndividual	UK Brain Expression Consortium	dbpedia:United_Kingdom|dbpedia:United_States	Edinburgh, UK (Millar et al. 2007), and the Sun Health Research Institute (SHRI) an affiliate of Sun Health Corporation, USA	https://ukbec.wordpress.com/materials-methods/
COHO:0000178	owl:NamedIndividual	UK Childhood Cancer Study	dbpedia:United_Kingdom	An investigation into the possible causes of childhood cancer has been carried out throughout England, Scotland and Wales	https://pmc.ncbi.nlm.nih.gov/articles/PMC2374433/
COHO:0000179	owl:NamedIndividual	UK Household Longitudinal Study	dbpedia:United_Kingdom	The UKHLS is a longitudinal survey of the members of approximately 40,000 households in the UK	https://www.gov.uk/government/publications/state-of-the-nation-2024-local-to-national-mapping-opportunities-for-all/technical-annex
COHO:0000180	owl:NamedIndividual	UK Inflammatory Bowel Disease Genetics Consortium	dbpedia:United_Kingdom	building a vast database of genetic and clinical data from patients across the UK	https://www.crohnsandcolitis.org.uk/our-work/research-and-evidence/our-past-research-projects/using-genetics-to-discover-what-causes-ibd-and-why-people-react-in-different-ways-to-drugs
COHO:0000181	owl:NamedIndividual	Viking Health Study	dbpedia:United_Kingdom	Over 2,000 volunteers from the archipelago of Shetland were recruited to the Viking Health Study Shetland in 2013–2015.	https://www.nature.com/articles/s41598-019-47436-6
COHO:0000182	owl:NamedIndividual	Wellcome Trust Case Control Consortium	dbpedia:United_Kingdom	Individuals included in the study were living within England, Scotland and Wales (‘Great Britain’)	https://www.ncbi.nlm.nih.gov/research/bionlp/RESTful/pmcoa.cgi/BioC_xml/PMC2719288/unicode
